vin_min,vin_max,vout_target,efficiency_target,power_in
4.68,10532.09,12.31,0.85,252.19
23.71,27558.28,33.48,0.83,39.62
0.14,107.42,88.66,0.87,332.18
0.1,206.11,71.73,0.8,368.61
17.24,35291.74,47.54,0.91,37.08
31.9,30703.57,89.44,0.98,298.23
45.63,41396.17,97.31,0.98,115.92
0.16,84.73,51.53,0.83,233.76
2.05,3226.44,3.85,0.75,383.65
13.71,2171.14,18.02,0.84,210.62
0.11,230.98,82.46,0.8,364.84
0.11,110.07,45.21,0.79,238.31
0.02,5.36,3.33,0.93,352.34
0.08,133.09,51.9,0.83,21.04
34.8,27496.5,62.54,0.93,115.78
0.14,123.14,45.16,0.98,358.18
25.19,40151.62,49.99,0.87,449.19
3.0,3106.07,3.95,0.98,491.55
0.06,172.03,62.92,0.87,122.23
33.67,52757.12,95.17,0.89,494.96
19.0,21196.26,32.05,0.86,80.72
0.07,45.98,36.24,0.79,27.04
0.09,44.96,29.87,0.77,41.67
1.62,2782.23,3.32,0.97,480.17
0.19,96.58,65.52,0.8,237.75
0.11,242.57,89.52,0.9,429.49
0.09,226.25,82.99,0.87,79.65
19.93,25125.44,39.35,0.97,400.99
0.05,77.04,29.9,0.92,356.75
4.47,2300.85,11.18,0.98,25.88
0.04,78.72,43.94,0.82,293.3
14.93,19031.62,30.65,0.91,123.3
23.63,18415.14,54.01,0.87,230.86
14.7,32544.03,42.28,0.78,251.72
0.07,40.48,20.49,0.84,419.14
0.25,109.64,48.77,0.96,247.01
41.7,20129.21,95.5,0.82,384.26
8.08,11320.77,15.21,0.89,246.35
0.16,191.9,74.61,0.86,458.97
0.02,36.33,16.15,0.86,497.73
0.3,127.13,45.9,0.89,165.88
0.04,25.97,15.78,0.82,105.05
0.16,99.7,67.47,0.84,161.25
11.46,8638.11,26.18,0.81,331.89
24.53,22782.02,38.27,0.75,331.06
0.06,84.96,53.2,0.84,340.95
30.09,42874.28,72.31,0.81,92.91
0.22,177.05,82.88,0.75,475.26
0.1,84.02,57.28,0.84,305.72
0.01,30.26,11.03,0.96,243.75
0.43,109.72,70.73,0.92,198.74
0.07,73.34,45.44,0.87,425.96
36.75,42165.3,66.71,0.84,134.34
75.96,46368.16,93.88,0.96,112.41
0.07,45.91,27.96,0.89,93.81
76.27,58277.7,91.64,0.77,60.48
17.76,15754.5,34.02,0.83,256.14
12.07,16154.82,33.65,0.82,317.57
0.13,44.43,24.24,0.79,44.57
65.86,65581.08,89.79,0.86,436.06
0.25,143.14,94.21,0.96,162.69
21.28,10379.86,52.71,0.77,145.4
13.02,23464.52,37.55,0.94,221.6
38.65,20984.63,65.15,0.85,190.32
0.09,142.75,63.6,0.81,423.58
0.02,26.62,10.54,0.95,348.0
0.16,142.46,52.35,0.97,314.98
0.01,6.13,5.01,0.9,443.07
17.04,41669.84,42.54,0.88,309.13
77.0,79947.82,97.95,0.78,159.09
27.39,42211.77,59.68,0.82,151.57
31.6,88897.59,91.53,0.94,71.87
9.42,7619.83,11.61,0.81,164.89
0.15,140.93,78.55,0.98,162.65
29.63,56162.38,59.66,0.97,80.27
0.2,150.06,99.2,0.95,346.68
0.07,177.65,69.59,0.89,351.12
23.37,46212.29,64.13,0.89,492.82
0.12,92.64,70.98,0.97,47.82
0.06,53.14,25.03,0.94,171.53
0.17,137.43,77.13,0.77,197.27
0.02,20.97,9.2,0.78,58.59
0.26,107.62,38.23,0.81,325.62
0.11,285.55,96.4,0.97,270.06
0.25,214.2,82.09,0.84,340.96
76.38,68568.21,99.08,0.84,243.09
28.68,39131.12,72.0,0.87,327.41
24.68,29154.83,45.4,0.89,274.43
0.02,22.46,17.87,0.95,327.03
3.76,5071.68,9.56,0.77,226.25
0.01,5.55,3.71,0.78,264.52
0.13,139.3,75.35,0.91,304.64
35.78,58366.9,87.16,0.81,494.35
0.03,40.41,17.8,0.96,303.14
17.31,9105.85,37.24,0.89,447.9
0.01,16.12,5.91,0.92,270.5
0.11,180.89,61.98,0.94,33.37
8.8,10133.96,24.3,0.85,26.18
0.02,25.27,9.64,0.85,140.86
24.47,7960.85,56.92,0.79,464.27
0.4,95.86,65.88,0.77,335.44
9.55,9314.74,14.06,0.87,154.0
4.77,8030.04,9.87,0.92,113.33
9.12,1704.88,13.86,0.9,437.05
0.07,153.69,74.23,0.81,201.45
0.2,130.88,73.41,0.76,39.34
0.12,122.46,57.46,0.76,190.46
0.24,113.26,40.35,0.8,413.15
6.84,1906.25,18.34,0.9,74.78
0.02,46.8,20.13,0.93,167.65
0.14,127.02,81.55,0.87,86.74
0.02,17.24,12.6,0.8,295.83
0.03,30.58,17.55,0.77,362.58
8.56,13749.99,17.56,0.78,430.61
0.18,91.39,32.16,0.95,289.31
18.58,11954.74,38.15,0.82,269.97
0.07,111.12,49.74,0.94,24.04
60.59,95202.28,98.99,0.82,207.41
0.08,61.76,32.84,0.92,257.06
54.7,69424.85,95.73,0.96,58.21
0.53,119.8,93.23,0.87,94.26
0.26,230.15,95.23,0.96,143.64
48.91,57384.07,68.42,0.88,386.26
23.84,50576.8,59.16,0.77,139.31
0.33,96.86,69.44,0.88,195.53
0.03,42.71,22.5,0.94,342.42
0.01,10.97,4.32,0.83,409.37
0.07,77.18,48.0,0.92,161.71
29.02,15013.77,64.16,0.84,451.18
28.2,51728.8,64.69,0.77,36.39
0.05,61.52,49.59,0.86,395.7
0.09,121.13,56.18,0.81,419.21
0.13,184.44,97.76,0.87,226.0
0.03,21.36,10.94,0.86,447.3
0.25,177.46,62.59,0.9,54.12
51.51,30013.17,71.41,0.93,197.25
27.2,16087.28,42.07,0.95,170.62
0.2,104.28,79.26,0.95,377.9
0.1,138.97,84.78,0.77,149.53
0.1,177.0,63.9,0.88,450.09
0.43,210.34,94.29,0.76,140.21
34.05,25631.04,42.1,0.85,279.11
41.3,58371.59,94.64,0.92,320.92
41.76,74194.15,88.07,0.81,281.05
0.31,75.39,52.59,0.87,392.24
4.96,10622.89,12.86,0.94,261.22
33.34,32826.8,73.44,0.82,126.56
0.03,63.04,27.52,0.98,468.12
7.31,15759.62,18.58,0.78,176.51
14.01,4349.98,21.19,0.95,278.96
0.14,180.06,81.31,0.94,210.56
0.19,250.21,93.06,0.84,417.87
0.13,184.87,75.35,0.96,424.29
59.97,38020.6,86.21,0.91,483.37
72.21,34527.88,99.06,0.82,208.93
25.85,26525.21,35.07,0.78,222.66
0.04,84.05,30.97,0.86,277.42
62.53,12406.28,99.55,0.76,163.54
0.16,134.25,53.63,0.86,424.41
0.11,183.34,70.81,0.98,386.9
1.6,875.43,3.33,0.98,362.12
0.01,7.53,4.93,0.89,134.46
40.9,38644.66,91.63,0.91,357.61
2.08,3372.27,5.53,0.77,344.48
0.14,220.05,74.41,0.91,223.15
0.16,260.15,91.48,0.89,110.55
19.94,42459.78,48.3,0.88,211.64
63.99,69218.55,84.09,0.9,367.61
0.06,121.63,52.04,0.96,318.08
0.07,68.49,48.82,0.92,429.44
0.16,117.99,70.61,0.88,309.26
30.06,25636.79,71.86,0.92,395.16
15.89,22550.02,31.74,0.76,388.98
0.17,159.28,61.42,0.79,63.27
11.85,25306.9,31.78,0.96,224.89
5.77,7925.89,12.84,0.83,57.6
0.01,18.97,8.63,0.96,97.2
0.04,29.1,23.21,0.96,284.31
0.05,121.23,46.6,0.89,283.95
0.03,42.93,26.05,0.89,307.74
9.92,5584.0,20.35,0.78,284.21
0.09,150.95,51.54,0.97,218.05
0.07,156.96,60.46,0.98,143.91
74.43,42977.33,97.34,0.89,39.42
0.73,181.87,86.83,0.91,104.72
0.08,96.14,71.62,0.8,36.29
0.3,154.5,83.35,0.84,136.86
12.97,12871.54,23.43,0.89,464.76
13.21,13381.47,22.84,0.8,393.02
33.43,32675.04,40.55,0.89,236.13
3.52,7269.73,9.87,0.91,34.34
14.0,16130.92,37.39,0.76,371.1
0.01,21.72,10.14,0.76,77.55
0.06,99.63,52.43,0.77,241.48
43.22,79533.65,91.32,0.85,61.99
0.13,201.28,71.74,0.84,142.65
0.03,79.13,29.81,0.81,389.91
26.31,66523.57,75.2,0.92,98.79
16.62,23717.73,39.31,0.75,246.03
0.26,93.9,43.97,0.97,131.19
0.25,224.33,99.36,0.97,48.3
0.04,101.21,39.27,0.92,34.6
0.3,124.99,69.33,0.85,268.17
0.1,112.21,76.11,0.9,461.51
0.04,58.43,42.78,0.93,272.8
0.21,176.94,80.1,0.79,434.63
31.83,42014.24,62.13,0.82,253.89
14.81,20747.47,25.64,0.9,401.04
0.05,139.18,52.17,0.84,149.85
0.21,64.22,36.76,0.94,124.73
9.18,5385.25,24.92,0.76,195.58
33.16,71069.3,80.28,0.76,26.83
3.83,1123.16,7.64,0.94,474.98
0.02,40.19,18.07,0.91,272.73
18.15,4691.34,42.25,0.95,15.9
40.83,80004.22,96.6,0.91,192.98
21.86,26797.55,52.59,0.77,15.13
46.23,64805.94,94.12,0.83,409.16
49.18,14730.09,73.75,0.8,64.3
12.61,16717.92,24.68,0.8,329.53
0.02,19.4,13.85,0.76,229.44
50.4,82903.7,92.81,0.9,226.68
25.35,59928.81,69.85,0.9,276.93
0.14,221.4,94.47,0.79,493.91
0.03,42.04,15.22,0.97,287.38
0.03,36.46,23.54,0.95,487.5
0.04,55.93,29.25,0.96,87.38
53.21,6562.72,64.83,0.89,374.25
0.17,139.88,97.66,0.93,326.4
37.8,32964.31,70.33,0.84,148.77
0.19,56.12,19.9,0.88,265.5
0.07,180.69,66.25,0.84,42.73
0.06,37.45,30.52,0.95,488.98
0.01,25.67,10.59,0.9,189.32
0.22,93.8,73.12,0.95,124.5
0.04,43.57,23.76,0.78,400.31
0.2,52.06,34.38,0.94,115.47
0.07,94.29,37.39,0.85,249.46
43.93,9372.48,74.6,0.84,200.24
0.02,21.72,12.02,0.86,294.88
0.11,200.86,68.59,0.78,294.58
13.83,29105.11,38.57,0.87,489.38
13.91,34741.21,40.77,0.98,483.27
0.1,225.44,98.33,0.89,209.94
28.46,54341.25,61.17,0.89,374.69
0.01,24.03,8.75,0.9,420.46
23.11,42970.95,67.26,0.95,90.75
0.51,157.83,70.68,0.85,248.37
0.09,32.92,26.34,0.93,429.04
0.4,151.7,91.44,0.9,254.9
4.77,5425.25,8.8,0.85,388.54
34.68,80440.93,81.49,0.83,166.16
3.35,774.78,7.21,0.79,441.83
0.03,29.45,13.16,0.86,139.3
0.6,133.84,85.58,0.83,179.24
24.34,45274.24,69.98,0.94,231.51
0.11,134.04,69.08,0.91,167.26
59.72,55362.0,97.91,0.85,320.62
62.9,21755.41,89.89,0.76,287.57
58.38,40552.2,90.81,0.88,321.34
0.12,88.09,58.05,0.84,75.29
49.9,30987.19,99.17,0.75,449.05
0.01,7.63,4.14,0.94,194.52
32.21,10089.82,74.09,0.89,42.02
21.62,10404.99,64.82,0.87,22.35
16.96,25648.66,35.58,0.81,354.27
24.54,26819.81,39.67,0.93,431.98
0.1,136.52,91.32,0.85,257.8
18.87,18782.71,51.9,0.96,378.87
0.05,23.48,14.5,0.96,166.5
33.17,37782.42,58.84,0.76,137.62
0.02,42.62,18.65,0.85,181.41
34.43,54308.42,85.32,0.79,21.52
0.05,111.74,40.39,0.75,156.5
16.85,5329.87,27.69,0.86,478.46
0.12,133.29,86.51,0.78,90.19
0.03,78.24,32.46,0.87,411.2
0.04,49.29,24.38,0.77,459.08
0.02,24.67,18.07,0.93,46.55
0.18,100.21,52.38,0.98,173.12
17.25,43465.65,51.66,0.87,134.96
3.95,3085.83,9.27,0.97,335.92
37.9,22953.17,86.03,0.87,113.41
18.91,17539.49,32.09,0.88,160.16
0.2,149.01,50.51,0.8,293.16
36.21,97939.4,98.82,0.82,489.96
0.06,58.93,41.18,0.89,460.5
0.35,216.01,93.16,0.85,267.56
11.5,6631.11,25.72,0.82,305.88
0.1,109.4,37.74,0.97,286.58
0.16,118.51,65.55,0.87,303.48
0.29,86.29,39.35,0.78,216.63
39.06,58770.21,82.25,0.92,209.73
0.12,226.64,99.06,0.95,157.77
0.04,85.08,40.8,0.95,213.49
28.81,33545.34,79.59,0.97,332.76
12.43,10099.31,35.42,0.77,55.91
0.04,69.04,27.43,0.82,467.15
35.64,59815.47,98.08,0.8,359.38
9.63,22201.2,24.37,0.92,426.36
7.37,15864.3,17.62,0.89,48.97
0.1,254.25,96.04,0.83,482.71
0.02,43.4,16.27,0.78,95.88
27.88,38586.15,62.86,0.77,355.5
0.51,195.11,85.53,0.93,236.76
0.01,25.79,12.94,0.95,32.76
19.92,7932.02,24.24,0.87,200.09
0.1,53.17,21.88,0.97,311.83
0.17,81.76,41.77,0.93,334.03
0.13,192.91,72.13,0.76,326.49
0.1,226.23,88.75,0.97,306.35
68.54,26101.61,95.49,0.76,188.25
0.18,46.47,23.28,0.94,61.39
0.38,120.56,84.38,0.76,351.69
17.06,17973.82,32.99,0.86,308.32
0.19,203.81,79.23,0.92,332.27
0.14,227.84,93.61,0.84,13.18
35.61,77539.39,90.35,0.91,89.43
7.06,9879.64,15.92,0.79,334.13
14.06,23522.58,36.02,0.85,278.04
