vin_min,vin_max,vout_target,efficiency_target,power_in
80.23,104.28,973.05,0.79,14.73
43.67,51.82,2651.27,0.88,329.33
58.08,73.03,4752.7,0.86,290.4
53.14,73.84,4874.45,0.86,330.79
35.02,38.14,3172.89,0.94,132.5
55.49,59.6,3505.41,0.83,143.57
20.31,22.41,379.56,0.85,352.88
15.31,20.17,1804.13,0.93,52.56
20.16,23.47,2010.53,0.78,317.12
36.34,40.81,909.26,0.86,105.79
45.66,54.68,1543.67,0.76,400.57
6.92,7.26,630.26,0.81,429.17
75.06,95.17,7677.71,0.95,212.03
68.97,85.44,4309.94,0.96,446.75
49.0,56.86,3381.52,0.75,89.26
51.32,61.18,2021.92,0.95,316.85
14.23,18.31,566.81,0.89,456.56
71.26,88.02,7142.01,0.83,123.7
64.7,83.94,1855.24,0.91,75.01
41.36,45.41,2885.24,0.97,359.36
90.49,105.29,8215.02,0.76,208.99
5.73,6.0,304.64,0.85,398.77
50.58,54.33,2200.13,0.9,464.1
15.73,21.43,701.22,0.86,288.22
58.31,73.73,5772.98,0.92,370.45
46.28,53.84,2144.56,0.76,431.61
15.33,18.01,456.54,0.83,363.02
46.59,53.22,2687.86,0.8,383.17
11.79,14.78,1109.94,0.92,402.21
78.23,101.71,3008.1,0.76,339.93
50.3,61.49,4550.5,0.86,108.91
12.77,14.76,748.3,0.78,261.09
6.49,8.34,572.74,0.8,332.4
56.77,70.14,2008.91,0.76,133.22
48.04,55.55,1679.22,0.81,273.06
16.82,19.83,1378.36,0.81,73.1
38.83,48.69,4512.32,0.9,348.19
92.45,109.93,4155.45,0.84,138.61
6.3,8.08,128.99,0.76,265.85
6.36,7.36,494.74,0.83,81.17
70.6,81.35,3197.9,0.75,446.46
68.1,92.25,5791.95,0.76,81.49
26.43,37.52,2445.58,0.85,21.59
84.94,105.87,3770.39,0.89,216.31
16.95,21.68,1324.26,0.82,158.79
56.57,68.85,1420.0,0.78,142.12
11.96,14.7,363.85,0.76,203.79
46.64,53.92,2173.35,0.92,75.56
3.88,4.75,308.5,0.93,188.61
73.99,82.15,7603.39,0.88,10.76
60.65,76.22,3858.3,0.79,114.45
43.64,55.0,2455.08,0.81,212.27
56.26,60.34,5138.5,0.84,363.74
60.12,69.02,3195.13,0.87,168.83
15.69,22.05,306.84,0.97,18.16
93.34,110.7,6540.9,0.92,457.38
3.98,5.11,228.73,0.82,303.13
53.08,63.07,4009.54,0.86,87.83
57.53,79.28,2685.74,0.92,289.9
4.59,6.43,222.98,0.92,135.36
5.74,6.87,278.92,0.95,231.75
38.52,45.04,2198.89,0.83,139.29
83.39,88.91,3076.17,0.91,365.63
37.45,49.29,3758.23,0.95,278.35
50.67,67.97,1414.96,0.89,89.25
25.26,35.04,2146.29,0.78,359.36
9.14,12.39,821.66,0.97,486.81
88.21,107.46,9146.66,0.84,414.65
22.65,29.66,1175.4,0.91,69.38
48.99,57.51,2640.42,0.87,496.11
86.02,108.38,7179.8,0.88,237.73
53.93,63.77,4442.28,0.83,191.52
64.52,74.54,1712.3,0.82,94.92
79.15,91.48,3679.16,0.75,103.04
7.57,9.74,580.64,0.93,78.52
75.92,85.72,7843.53,0.79,494.9
9.94,12.88,895.81,0.97,175.96
35.78,44.8,2042.33,0.87,319.26
88.05,109.41,7191.0,0.92,233.89
56.73,71.31,3697.51,0.88,461.95
68.92,84.55,1684.14,0.82,182.11
74.39,102.52,5738.66,0.75,347.99
36.6,45.19,3856.73,0.75,451.24
6.89,8.07,593.49,0.8,106.68
41.39,42.79,2300.84,0.96,351.59
45.4,52.68,2983.63,0.94,397.47
88.18,109.97,1574.82,0.85,66.88
69.26,102.48,5352.67,0.79,241.26
12.03,14.17,376.74,0.92,426.33
41.73,50.85,3681.45,0.87,253.27
31.39,37.49,3201.6,0.92,185.64
88.71,90.4,4752.38,0.96,242.11
54.41,62.06,4645.22,0.82,463.37
58.37,81.39,5409.95,0.85,351.43
77.07,111.71,6875.7,0.88,435.94
4.41,5.69,379.25,0.88,29.61
19.03,22.22,1390.63,0.95,113.73
74.84,105.75,4049.75,0.79,485.74
21.21,22.92,303.22,0.89,339.99
83.91,115.21,3620.25,0.85,461.93
5.04,6.26,271.56,0.98,188.88
73.82,97.84,1938.58,0.85,428.46
66.95,71.1,775.34,0.91,38.26
19.23,22.59,2128.29,0.84,79.04
44.14,54.95,2498.78,0.85,380.13
24.78,26.68,1151.7,0.76,427.67
47.14,62.82,4468.79,0.9,116.36
47.75,61.88,3304.25,0.9,428.13
90.45,95.69,4418.89,0.78,282.24
55.07,72.02,4542.39,0.9,397.52
47.27,60.45,4972.78,0.8,151.4
47.79,56.44,2954.33,0.8,323.26
47.43,65.81,4649.4,0.93,164.1
21.89,24.62,402.24,0.96,202.88
43.8,48.98,2778.32,0.89,448.68
25.6,30.07,304.9,0.9,67.91
5.1,6.18,432.53,0.81,486.38
15.73,18.91,693.52,0.76,462.15
66.97,72.99,3509.36,0.93,239.82
47.73,55.91,4435.83,0.78,46.8
22.42,27.11,1169.1,0.98,70.64
64.13,78.14,4948.04,0.88,203.1
58.34,84.05,6255.72,0.75,306.61
73.79,102.17,3317.16,0.79,157.29
88.15,102.39,8414.84,0.93,157.64
22.94,27.59,640.41,0.82,349.26
82.8,98.5,1763.81,0.81,187.16
25.54,29.37,1559.3,0.9,126.83
32.23,38.06,2552.03,0.97,167.8
72.2,96.29,1044.77,0.97,198.2
55.27,68.55,2400.4,0.89,330.74
9.89,13.3,457.24,0.98,370.9
49.64,60.68,4271.95,0.85,157.45
15.11,19.74,900.26,0.9,344.26
59.19,62.2,4075.22,0.81,182.08
66.93,85.71,1749.27,0.76,456.68
5.55,7.56,230.23,0.82,18.82
58.39,67.84,977.06,0.82,291.61
17.47,20.07,543.73,0.97,432.0
31.4,38.71,1931.31,0.96,12.94
12.19,16.99,994.09,0.84,455.52
14.04,16.66,533.42,0.85,73.45
24.4,30.29,2202.06,0.94,234.26
67.46,79.88,2392.89,0.83,190.36
31.11,40.59,3046.92,0.76,140.03
61.37,63.75,5587.52,0.87,228.99
67.24,76.06,2254.25,0.88,282.28
15.44,19.09,1100.58,0.76,149.91
29.03,34.71,2447.57,0.89,94.28
31.62,40.97,2053.29,0.75,251.68
3.17,3.98,235.9,0.76,291.28
68.73,71.93,2223.98,0.97,118.85
48.36,60.7,4074.21,0.94,172.06
55.2,67.32,1144.64,0.86,327.87
77.1,88.93,7632.6,0.91,352.59
20.87,24.77,915.8,0.79,340.72
67.33,69.23,3714.53,0.85,213.17
70.55,92.75,7326.34,0.93,134.3
18.73,23.03,718.02,0.96,10.78
84.07,103.65,6555.34,0.76,354.91
64.16,67.14,2757.44,0.8,413.96
62.02,70.56,6093.17,0.87,302.21
29.4,34.03,1585.64,0.82,452.28
28.89,38.26,492.63,0.94,232.58
74.48,88.7,2822.47,0.78,287.5
50.21,58.55,2995.65,0.76,359.47
25.99,34.0,1745.06,0.87,42.28
29.96,34.26,2065.92,0.91,188.97
