vin_min,vin_max,vout_target,efficiency_target,power_in
30.36,40.33,65.51,0.82,40.48
83.97,110.67,470.2,0.86,333.17
48.99,68.15,245.72,0.93,429.13
42.13,43.49,354.71,0.93,190.78
41.29,55.39,102.69,0.96,425.09
77.29,92.44,111.47,0.81,136.51
14.91,21.8,100.7,0.86,293.17
66.2,85.04,685.72,0.98,472.74
25.69,32.59,148.71,0.76,22.94
40.26,46.94,340.13,0.93,154.93
92.91,107.62,872.17,0.92,357.8
20.03,26.88,202.65,0.83,155.13
71.43,85.73,263.22,0.95,404.9
48.75,67.84,151.79,0.84,109.12
43.7,63.06,182.73,0.83,216.69
31.38,41.99,173.15,0.81,246.14
51.49,62.7,72.79,0.96,476.7
71.43,92.1,419.88,0.96,338.11
62.68,70.24,397.76,0.82,394.65
10.23,11.72,60.3,0.81,217.1
49.08,59.39,537.74,0.86,474.76
36.63,45.86,190.48,0.89,105.06
38.25,51.45,140.14,0.76,365.36
79.29,86.83,687.39,0.84,389.98
17.73,22.19,179.38,0.78,342.98
6.99,8.07,56.67,0.86,140.36
52.57,64.27,238.46,0.92,481.7
34.57,40.64,326.51,0.86,491.84
70.31,74.94,119.52,0.97,210.42
75.15,98.43,579.2,0.88,113.69
45.84,56.5,174.07,0.85,101.95
91.58,107.79,435.17,0.89,233.88
8.55,9.96,70.61,0.75,192.52
7.34,8.86,73.13,0.98,230.47
65.57,84.81,653.14,0.93,449.9
69.05,81.71,148.09,0.77,162.85
26.39,29.35,218.4,0.95,168.53
48.79,59.93,449.64,0.91,487.16
64.91,91.01,451.08,0.93,497.85
15.45,16.75,112.8,0.96,450.31
25.88,35.88,169.67,0.78,480.25
9.43,10.28,40.76,0.86,189.56
35.84,45.69,241.89,0.95,67.56
38.8,50.1,289.93,0.82,370.09
48.33,65.18,88.78,0.95,469.06
16.44,20.94,135.06,0.87,383.66
87.3,99.72,474.6,0.76,184.44
26.32,37.88,293.32,0.88,189.54
83.92,107.21,334.38,0.8,302.82
86.92,117.66,205.64,0.85,84.31
35.51,47.42,323.25,0.95,316.54
62.65,77.55,630.8,0.78,494.59
13.21,17.55,104.74,0.77,356.8
90.17,107.01,594.67,0.83,410.95
43.45,58.03,322.67,0.81,193.16
57.49,64.71,390.37,0.84,318.32
86.89,100.34,362.65,0.97,81.74
81.05,101.49,598.88,0.81,298.65
44.65,58.47,395.56,0.81,157.57
37.71,47.11,300.2,0.77,386.99
14.23,16.61,63.26,0.95,179.56
73.43,85.09,240.05,0.92,338.32
31.46,35.19,321.53,0.77,77.17
87.81,98.9,481.41,0.76,410.03
13.7,16.27,59.09,0.85,388.56
24.43,30.43,201.38,0.76,259.55
6.75,8.67,13.98,0.76,446.06
8.24,10.33,23.58,0.93,160.04
54.56,68.07,207.73,0.87,240.78
29.35,40.56,189.44,0.85,438.28
34.61,49.04,323.72,0.94,78.34
56.31,69.38,185.6,0.85,64.48
19.24,23.07,187.42,0.75,114.03
50.97,57.68,347.22,0.9,45.2
11.01,15.31,18.73,0.76,413.26
20.15,28.59,229.12,0.86,409.32
85.27,111.92,779.79,0.92,371.67
4.15,4.28,30.64,0.98,397.3
79.46,102.6,275.65,0.76,261.51
66.85,76.33,332.37,0.79,250.33
53.55,69.65,331.0,0.91,147.2
39.0,49.91,110.8,0.77,71.22
49.1,59.27,510.98,0.92,218.65
19.29,25.03,109.11,0.76,314.41
27.72,31.1,189.76,0.97,94.32
28.4,34.63,125.98,0.88,423.52
44.91,60.28,91.53,0.94,128.87
79.09,104.44,573.47,0.95,375.01
20.71,24.59,189.33,0.86,289.9
39.86,43.83,362.26,0.91,29.56
83.72,98.06,461.87,0.92,222.05
37.47,46.68,70.78,0.84,25.44
36.07,37.82,176.88,0.79,481.13
9.91,11.18,37.49,0.86,123.38
32.3,37.3,139.22,0.85,203.17
6.58,7.25,23.1,0.91,247.81
55.75,72.72,76.55,0.84,351.14
54.83,66.81,546.62,0.84,417.72
34.51,43.46,327.78,0.85,483.32
63.89,69.84,392.29,0.86,348.71
53.83,70.87,218.35,0.97,344.82
33.11,34.71,170.43,0.89,186.45
62.32,75.21,321.83,0.88,484.54
20.7,25.73,77.82,0.88,331.3
25.91,32.52,230.06,0.97,471.77
20.64,28.31,211.5,0.77,199.71
57.73,70.51,148.45,0.8,257.72
45.74,53.27,193.19,0.9,304.54
5.18,7.11,41.72,0.82,474.41
41.7,45.7,191.15,0.86,16.01
38.34,52.66,378.79,0.97,35.38
49.07,55.7,403.16,0.9,182.79
38.2,51.07,266.46,0.88,117.59
53.01,56.21,131.31,0.76,265.01
78.74,92.91,417.95,0.78,371.53
49.66,55.45,82.46,0.83,394.11
39.61,46.12,328.34,0.92,492.02
18.35,24.1,147.83,0.83,294.89
55.59,65.22,386.53,0.96,162.48
81.53,104.52,848.78,0.92,409.83
4.63,5.76,43.3,0.93,473.25
81.1,100.34,467.85,0.94,153.72
26.26,35.1,45.71,0.83,464.37
25.31,34.25,111.43,0.79,221.42
66.99,92.23,796.74,0.93,399.95
44.6,56.1,272.04,0.9,340.36
8.78,10.51,68.92,0.82,464.53
39.97,45.01,254.84,0.91,101.46
43.81,51.79,257.76,0.91,344.11
28.06,31.02,240.04,0.88,340.36
80.29,113.6,326.44,0.96,382.42
51.91,63.95,384.59,0.97,98.74
21.81,26.25,219.84,0.8,258.38
7.57,9.32,23.25,0.88,284.24
60.86,65.6,138.4,0.94,112.51
69.06,91.6,126.96,0.84,149.03
83.25,113.43,362.85,0.83,196.72
36.01,43.63,208.14,0.82,331.47
46.24,60.77,70.62,0.81,333.06
59.08,82.76,118.19,0.93,443.51
47.64,60.98,458.28,0.8,332.07
4.8,6.28,46.47,0.86,87.79
38.87,48.83,461.86,0.9,171.72
40.29,46.75,226.76,0.9,332.73
40.3,52.93,262.4,0.93,44.14
25.54,30.73,83.67,0.92,134.11
55.4,68.37,216.51,0.91,300.03
22.21,24.79,149.38,0.82,169.18
8.3,10.08,52.49,0.8,411.58
50.95,54.35,318.01,0.83,263.43
17.57,21.6,82.71,0.77,254.72
45.2,54.68,259.62,0.92,450.05
77.01,104.48,701.49,0.93,160.29
45.36,47.03,359.98,0.75,281.76
63.89,76.5,338.2,0.94,245.57
52.36,57.22,371.2,0.92,181.91
30.56,42.86,337.32,0.9,208.04
26.99,37.07,291.57,0.81,29.08
27.27,34.76,215.55,0.96,84.78
82.28,98.74,371.22,0.85,431.83
7.69,10.46,31.17,0.85,290.1
7.79,8.51,73.5,0.88,344.7
14.85,15.69,153.12,0.76,195.52
52.11,66.38,95.61,0.82,448.39
32.25,36.65,324.25,0.94,109.06
50.41,65.43,182.38,0.87,37.98
32.16,37.42,82.61,0.76,265.58
37.32,45.95,222.54,0.98,497.04
61.95,81.52,275.46,0.86,35.5
4.6,5.33,5.61,0.77,124.73
63.09,79.0,114.13,0.79,262.3
7.92,9.91,91.07,0.8,98.06
25.74,32.22,271.61,0.87,278.8
57.34,68.72,609.55,0.79,48.59
50.85,68.37,417.15,0.96,280.8
62.6,78.9,348.15,0.77,106.04
52.71,62.97,310.45,0.84,114.63
4.8,5.84,47.61,0.95,434.91
38.34,47.24,371.77,0.76,383.86
20.27,20.74,109.58,0.78,242.9
73.47,85.37,632.32,0.76,295.9
90.11,105.29,917.78,0.87,28.69
15.41,19.18,64.32,0.89,175.18
68.89,78.07,394.63,0.85,193.39
17.11,21.73,95.0,0.77,132.84
47.3,57.6,134.8,0.8,29.04
84.63,103.23,622.18,0.81,15.38
52.73,66.61,220.85,0.78,222.06
23.25,28.47,162.73,0.84,196.1
84.9,113.68,649.86,0.79,209.56
35.52,44.24,221.99,0.87,211.28
64.08,78.11,442.69,0.84,228.95
83.47,115.59,685.56,0.98,152.84
15.14,18.78,115.83,0.78,377.65
55.19,70.68,351.21,0.83,88.1
22.75,25.05,50.92,0.92,79.36
17.1,18.29,38.23,0.81,189.73
84.74,103.57,610.27,0.78,474.02
40.58,59.43,252.8,0.78,175.55
32.71,44.8,49.97,0.82,374.46
72.3,77.45,204.53,0.76,225.97
77.09,95.75,655.68,0.96,136.45
50.56,69.36,558.25,0.86,237.3
10.21,10.97,105.01,0.85,253.7
81.44,87.0,524.15,0.95,188.96
74.48,85.09,183.96,0.85,305.93
55.7,62.72,312.45,0.88,67.16
48.88,60.37,502.66,0.88,257.46
47.76,68.06,482.85,0.84,249.94
36.85,51.45,328.29,0.87,278.18
78.91,90.37,594.76,0.78,141.0
56.22,66.86,515.98,0.78,452.19
65.51,89.2,583.39,0.87,101.27
11.47,13.07,34.99,0.88,357.76
8.16,10.44,68.13,0.82,274.7
13.2,16.64,112.97,0.93,406.83
3.3,3.88,32.39,0.96,46.07
14.87,17.37,28.96,0.87,459.72
61.93,67.49,379.41,0.92,377.26
52.94,56.12,180.27,0.82,418.85
92.25,103.43,936.05,0.77,51.08
78.22,92.27,121.75,0.86,389.62
84.85,98.41,642.9,0.91,55.76
5.83,6.55,23.88,0.84,89.92
41.43,53.04,389.13,0.93,133.08
94.73,114.77,200.64,0.91,140.94
63.82,84.12,214.07,0.82,86.99
39.7,51.28,259.8,0.83,346.95
79.83,93.19,148.92,0.92,45.23
19.34,22.48,206.63,0.83,20.15
52.06,68.92,461.48,0.98,360.35
72.35,84.63,256.49,0.78,417.49
34.99,39.81,379.1,0.98,167.8
72.02,79.51,517.73,0.86,29.51
13.37,16.11,44.42,0.96,402.26
45.33,58.34,510.19,0.94,153.81
16.11,20.33,132.34,0.94,229.39
64.15,72.31,544.85,0.82,390.55
73.69,81.24,490.55,0.78,349.65
29.47,37.41,277.3,0.79,256.1
34.71,40.68,223.98,0.93,258.21
75.7,95.36,675.75,0.98,223.72
24.6,29.44,187.87,0.91,10.29
61.64,72.91,657.53,0.92,386.72
64.62,74.41,329.84,0.97,477.18
86.97,101.76,138.31,0.77,175.35
61.37,86.29,177.02,0.97,102.35
4.36,5.29,37.76,0.84,429.21
25.18,31.92,156.55,0.76,495.82
20.23,26.44,193.36,0.94,152.88
86.16,92.44,103.65,0.77,207.66
85.6,104.34,315.03,0.98,316.43
82.8,91.17,152.79,0.78,241.86
46.27,51.98,83.81,0.89,245.05
49.53,52.85,173.45,0.92,329.09
15.56,17.09,47.45,0.98,469.28
27.75,33.77,129.85,0.76,270.29
42.26,55.42,62.57,0.78,440.39
35.21,42.13,406.91,0.95,108.02
18.33,22.87,117.69,0.82,97.38
28.1,35.79,130.9,0.87,471.16
93.61,104.97,183.07,0.97,397.01
76.85,98.3,537.61,0.89,143.69
61.51,71.74,488.46,0.91,342.5
27.19,30.37,55.91,0.94,351.46
39.16,40.14,120.47,0.87,480.21
5.14,6.73,41.56,0.92,391.24
28.0,33.6,197.62,0.8,390.28
64.0,70.46,250.73,0.77,443.76
49.56,65.43,374.62,0.98,401.73
51.52,62.7,349.43,0.97,157.38
87.78,96.8,451.24,0.82,245.23
92.87,116.91,927.9,0.82,447.58
60.83,74.62,488.38,0.78,358.88
42.7,56.99,334.99,0.85,190.69
44.49,49.48,351.0,0.84,291.76
63.19,72.93,323.49,0.76,272.92
68.47,96.09,140.55,0.89,457.26
46.76,58.0,518.63,0.85,372.73
85.99,107.58,886.13,0.87,487.07
7.96,10.9,54.34,0.87,148.88
64.63,88.08,352.48,0.92,346.02
19.27,26.63,169.7,0.94,312.87
65.37,80.24,343.18,0.92,83.85
58.02,68.77,443.47,0.97,454.78
21.78,25.7,180.04,0.87,245.3
61.7,85.58,140.37,0.9,200.99
41.89,54.73,300.64,0.81,105.6
29.97,30.91,226.52,0.85,191.09
92.03,94.06,573.43,0.8,238.12
8.83,12.21,76.05,0.96,139.43
34.57,45.58,105.45,0.84,144.87
48.28,50.38,85.82,0.84,137.4
69.64,94.93,549.43,0.94,387.32
43.25,61.2,358.74,0.97,158.04
44.39,58.95,348.99,0.83,217.05
66.47,76.2,376.42,0.85,130.74
10.95,12.49,55.5,0.88,397.72
33.62,41.33,137.5,0.79,391.06
11.16,15.16,40.32,0.8,323.96
52.25,61.85,123.13,0.79,326.14
62.39,80.4,756.23,0.95,155.51
73.97,105.66,510.39,0.93,327.25
36.6,47.15,428.29,0.92,412.62
94.81,106.66,307.56,0.75,319.4
32.81,42.53,48.35,0.94,444.8
34.91,46.24,181.24,0.9,389.79
6.73,8.11,22.97,0.98,451.08
24.67,32.6,101.34,0.9,175.02
78.4,96.63,759.71,0.82,90.54
52.73,67.76,226.9,0.82,478.41
37.86,39.56,103.68,0.77,21.94
75.42,96.85,731.53,0.76,227.74
49.67,66.1,178.96,0.94,143.91
14.26,17.77,49.24,0.86,142.89
78.72,98.02,553.77,0.95,128.17
64.49,79.32,620.52,0.79,136.5
19.61,23.3,86.3,0.8,102.51
40.56,46.28,357.7,0.93,33.39
9.57,12.19,75.43,0.87,319.77
15.96,18.65,90.21,0.85,464.91
46.96,58.97,254.85,0.84,138.56
78.26,106.05,635.69,0.88,437.33
5.68,7.6,39.49,0.82,88.43
78.82,87.07,99.92,0.98,205.45
55.54,68.32,319.91,0.79,58.69
62.28,80.52,568.32,0.89,425.64
46.47,58.47,309.82,0.88,430.84
87.07,97.97,604.95,0.93,263.14
64.51,75.93,96.97,0.85,421.96
85.28,112.24,310.02,0.79,43.74
13.58,15.85,16.68,0.91,44.06
88.44,101.34,767.1,0.87,481.34
78.15,97.54,160.91,0.93,33.61
41.55,42.78,316.63,0.84,136.96
68.18,82.13,495.97,0.78,305.13
22.21,25.48,189.51,0.83,488.84
24.48,28.53,35.24,0.98,107.04
12.84,14.37,17.19,0.91,198.06
29.88,33.83,176.78,0.82,483.35
19.38,22.61,24.57,0.75,79.75
28.72,34.5,61.92,0.83,251.88
43.43,49.76,232.29,0.93,42.09
61.54,89.21,194.09,0.79,452.35
22.2,24.46,29.92,0.97,18.11
69.33,86.41,332.81,0.93,182.74
72.7,92.86,120.19,0.95,457.72
75.18,103.16,845.06,0.9,358.22
27.61,34.19,74.13,0.95,47.62
31.3,37.02,271.0,0.9,349.35
6.18,7.72,63.45,0.79,379.83
26.94,31.61,89.91,0.8,332.64
50.61,67.95,299.54,0.89,192.46
68.86,78.01,335.55,0.77,463.39
19.76,22.06,96.39,0.85,253.03
48.28,64.9,561.75,0.88,330.64
37.72,42.65,393.34,0.94,210.25
36.1,42.22,81.73,0.85,368.12
81.59,110.44,790.75,0.84,177.24
61.74,68.63,160.75,0.77,60.61
33.81,43.93,243.73,0.76,290.83
61.17,77.51,636.44,0.77,238.16
62.8,76.68,268.22,0.83,172.16
82.2,102.33,236.56,0.76,414.21
56.3,69.62,138.85,0.9,491.38
27.06,31.24,67.58,0.83,178.66
15.76,20.35,137.21,0.91,18.01
10.84,13.75,65.38,0.88,292.3
3.33,4.3,9.1,0.82,239.42
52.95,57.74,374.1,0.76,400.18
7.74,8.86,38.17,0.77,314.54
45.93,49.44,222.09,0.84,233.52
45.15,54.35,100.37,0.98,475.57
70.59,75.56,345.71,0.78,341.9
72.35,86.9,573.07,0.91,496.44
44.47,59.14,103.11,0.77,220.28
58.49,73.24,620.8,0.8,33.95
5.85,7.56,29.81,0.85,331.56
69.65,93.79,355.3,0.86,51.4
15.66,19.64,110.92,0.96,324.77
17.49,20.46,26.85,0.82,342.86
69.85,84.54,534.95,0.94,35.25
65.07,77.38,366.77,0.94,457.73
7.97,9.27,29.66,0.8,160.46
15.41,19.35,32.87,0.92,157.85
40.57,42.63,69.41,0.87,168.98
16.6,21.42,173.65,0.9,459.71
12.62,16.51,144.84,0.77,489.05
67.98,85.37,626.33,0.79,106.71
19.25,20.77,188.54,0.83,474.43
84.66,115.87,617.52,0.78,303.82
16.19,17.79,174.74,0.87,159.61
61.03,74.52,166.39,0.77,96.56
57.52,72.27,78.72,0.78,364.57
40.53,52.58,88.94,0.96,80.02
14.08,17.76,123.14,0.94,416.76
34.76,44.14,334.81,0.82,117.7
64.74,76.97,159.36,0.83,348.31
11.73,15.55,35.15,0.9,464.9
26.29,30.28,138.87,0.92,62.07
64.58,68.83,431.44,0.78,103.98
27.74,33.55,69.19,0.82,128.86
26.97,29.78,222.83,0.96,290.29
80.78,95.53,318.82,0.86,20.72
56.47,65.85,469.26,0.86,483.86
11.04,14.8,91.18,0.9,230.82
5.99,7.12,15.38,0.88,388.07
45.51,51.76,396.99,0.98,90.52
11.75,12.72,106.25,0.87,264.19
84.43,110.18,370.3,0.81,451.91
40.52,52.0,415.22,0.85,354.63
36.82,44.84,309.21,0.88,79.72
45.11,50.84,456.43,0.77,386.52
74.3,89.64,472.5,0.77,98.69
83.92,99.55,658.81,0.91,194.61
68.12,83.5,454.86,0.87,168.14
85.87,90.61,324.28,0.86,188.1
12.07,14.86,81.92,0.77,274.3
96.51,110.2,420.91,0.92,385.74
45.92,51.44,394.32,0.81,43.14
21.71,30.5,216.74,0.83,337.43
41.88,51.81,58.43,0.83,326.42
13.35,14.04,96.54,0.95,353.69
84.28,100.55,988.37,0.97,139.59
58.3,66.94,267.96,0.89,331.27
12.0,15.47,105.14,0.88,216.6
24.78,32.3,261.62,0.94,220.71
74.66,99.64,445.08,0.94,284.79
81.78,112.91,518.64,0.87,394.42
17.29,20.83,201.19,0.97,107.06
75.03,108.85,777.61,0.89,307.62
59.69,75.55,487.46,0.85,366.91
30.89,40.13,308.66,0.87,91.24
25.22,33.68,137.78,0.85,376.32
18.7,21.06,104.43,0.92,249.55
8.93,11.1,80.77,0.78,23.01
41.97,58.49,225.39,0.85,89.27
52.1,59.42,295.57,0.88,307.18
43.33,49.59,378.12,0.95,143.48
61.49,73.59,391.92,0.95,170.33
12.0,15.89,126.6,0.76,302.38
15.18,17.8,51.63,0.84,288.97
42.77,45.74,144.82,0.85,244.35
20.04,22.03,79.61,0.97,333.93
28.0,31.74,180.84,0.93,469.87
88.43,101.34,799.23,0.77,372.67
82.52,105.08,499.01,0.91,232.61
60.73,80.89,133.78,0.75,97.18
89.87,103.1,900.44,0.93,440.91
58.21,63.09,495.8,0.87,332.16
53.01,60.98,352.1,0.89,131.59
89.03,95.01,691.41,0.85,409.29
12.91,15.89,65.56,0.89,382.47
24.84,30.68,49.87,0.78,77.61
71.49,91.5,616.24,0.97,356.52
7.03,8.88,20.52,0.86,153.33
66.47,77.27,450.05,0.83,343.49
22.28,25.03,91.61,0.93,391.06
60.33,80.85,271.4,0.92,35.57
47.18,56.82,245.22,0.83,337.22
84.43,100.01,799.11,0.82,202.12
5.1,6.41,14.58,0.87,39.34
22.84,30.45,46.05,0.78,364.37
9.79,12.85,109.83,0.91,138.38
95.04,102.47,766.33,0.82,182.84
42.28,46.7,294.6,0.87,246.51
77.91,94.66,733.0,0.9,117.57
58.25,83.65,403.23,0.87,152.9
59.73,64.27,544.07,0.86,126.62
86.07,102.11,528.67,0.75,255.7
51.71,59.72,445.1,0.76,177.33
57.79,80.28,126.85,0.85,483.8
53.13,59.25,179.05,0.91,202.42
13.84,15.86,48.0,0.84,414.01
41.1,50.27,154.26,0.76,160.07
69.24,97.33,346.1,0.82,126.51
54.51,65.07,443.5,0.86,26.11
4.79,5.9,16.01,0.79,164.46
83.97,112.67,379.45,0.81,384.73
76.26,91.56,233.96,0.84,282.71
93.19,112.78,126.57,0.8,47.42
68.33,81.59,623.37,0.82,417.51
76.81,88.93,145.13,0.8,205.22
4.83,5.8,9.26,0.78,343.84
18.85,24.45,119.78,0.89,406.9
95.74,108.11,974.65,0.89,483.82
12.65,14.32,131.77,0.8,164.79
64.5,80.43,266.81,0.92,26.59
58.25,61.85,594.38,0.76,127.96
32.4,39.22,379.19,0.95,417.59
35.27,48.03,361.87,0.97,451.73
28.92,34.64,211.96,0.92,79.3
6.72,8.98,56.78,0.82,96.31
58.82,80.46,278.03,0.94,88.54
69.36,85.94,740.81,0.79,324.72
84.42,101.92,116.82,0.77,391.73
10.06,11.99,78.25,0.82,228.95
37.96,52.98,322.78,0.77,280.9
86.3,92.85,675.52,0.9,206.48
62.81,73.48,392.67,0.78,420.85
25.35,34.61,181.94,0.81,208.76
85.41,119.6,528.24,0.77,222.49
54.86,63.85,541.94,0.98,35.47
28.64,39.16,78.8,0.75,302.79
69.27,83.84,638.05,0.94,267.15
54.52,62.36,245.01,0.88,93.85
37.9,48.35,100.98,0.84,147.51
25.96,28.25,234.13,0.96,273.21
45.61,60.94,390.44,0.8,351.69
34.82,50.94,383.62,0.89,328.09
32.91,37.24,64.73,0.82,480.99
79.8,96.89,687.48,0.95,417.96
10.02,10.86,29.55,0.83,467.01
61.55,89.24,689.86,0.75,99.8
24.87,25.87,137.74,0.85,439.29
19.78,23.32,155.3,0.83,138.34
30.47,37.7,166.09,0.95,43.42
79.64,86.81,705.57,0.91,455.41
59.07,71.63,279.8,0.85,233.51
6.71,7.57,62.86,0.95,164.92
55.43,75.22,403.07,0.78,10.15
68.77,94.34,167.53,0.96,204.2
80.7,90.27,189.54,0.96,62.39
38.15,50.21,158.65,0.79,30.67
23.49,28.62,131.98,0.91,127.42
5.31,6.31,17.42,0.9,350.85
14.0,16.62,50.51,0.8,291.31
42.75,56.6,301.9,0.91,355.14
70.82,99.4,548.39,0.92,56.22
28.03,35.98,256.78,0.94,431.84
76.05,95.29,449.33,0.91,115.29
8.34,10.21,87.22,0.89,123.44
48.67,58.1,347.46,0.93,92.96
48.53,55.14,485.55,0.76,291.24
57.06,80.83,578.27,0.77,206.77
12.54,17.85,84.04,0.79,269.41
41.76,47.13,99.36,0.93,227.61
71.05,91.81,672.74,0.81,366.99
8.91,10.78,56.32,0.96,495.61
19.31,21.89,146.06,0.91,69.39
63.43,69.06,569.97,0.9,400.19
77.91,108.29,291.6,0.89,233.93
79.67,93.0,721.8,0.96,275.85
19.47,22.6,183.89,0.83,99.54
53.14,66.24,491.9,0.76,487.53
86.98,107.41,558.5,0.84,406.49
29.48,37.41,201.24,0.86,343.08
58.6,85.43,348.34,0.87,417.06
3.99,5.46,23.87,0.81,22.75
36.26,49.89,391.7,0.79,448.74
66.87,80.68,541.82,0.85,115.96
88.32,97.15,681.83,0.96,467.92
10.34,14.76,63.27,0.89,205.8
63.23,78.54,260.51,0.98,31.78
55.65,69.14,146.56,0.84,470.25
12.35,15.61,17.26,0.93,208.77
50.63,58.58,98.36,0.83,422.45
14.59,18.72,43.84,0.88,283.77
56.53,66.54,181.64,0.87,209.58
27.74,32.23,245.58,0.84,308.36
66.96,74.63,370.64,0.83,15.84
60.76,79.72,210.97,0.81,178.38
82.58,95.97,705.6,0.76,252.06
9.39,11.84,88.5,0.96,182.81
27.87,36.42,118.5,0.8,491.53
79.26,95.01,726.84,0.97,224.21
63.01,77.6,586.39,0.83,378.74
20.86,24.83,224.57,0.77,130.35
20.46,26.36,86.19,0.88,212.19
40.56,56.41,423.85,0.88,328.64
41.27,47.95,326.93,0.97,373.22
27.69,35.52,248.44,0.84,169.94
18.33,25.68,203.61,0.76,66.55
32.72,37.77,261.33,0.84,356.49
59.2,66.52,466.41,0.75,44.74
30.6,36.5,230.13,0.91,331.76
13.48,19.97,148.32,0.76,182.93
78.0,89.72,536.64,0.9,372.02
82.15,109.23,368.57,0.75,344.96
68.52,80.55,499.06,0.83,90.15
9.16,10.55,31.88,0.76,382.82
67.26,70.92,251.66,0.77,201.67
78.14,94.15,479.05,0.81,82.08
20.71,24.74,221.39,0.83,491.38
26.0,27.74,231.85,0.77,190.77
9.25,10.99,49.92,0.83,155.39
36.83,51.85,82.99,0.85,327.48
11.03,14.17,64.97,0.82,258.37
66.74,77.82,576.85,0.77,65.82
36.09,48.39,145.4,0.86,201.78
4.42,5.66,23.41,0.91,86.29
3.26,4.76,17.51,0.91,476.85
67.79,74.66,585.38,0.84,24.41
38.81,43.9,394.51,0.83,47.4
89.93,109.41,781.21,0.95,408.89
