vin_min,vin_max,vout_target,efficiency_target,power_in
30.79,302.52,46.57,0.9,261.47
36.76,298.02,80.27,0.79,23.99
5.93,83.86,9.55,0.79,260.6
12.53,213.68,79.69,0.76,80.4
19.51,92.2,37.05,0.89,253.44
14.59,152.42,79.79,0.86,67.92
23.22,71.5,31.07,0.9,497.53
24.4,358.12,48.07,0.85,125.87
65.85,956.1,96.16,0.91,97.78
34.2,574.13,64.17,0.79,350.66
9.28,100.8,76.59,0.83,93.97
32.63,627.6,89.5,0.97,213.91
5.48,124.34,42.76,0.97,489.43
23.15,186.23,45.24,0.92,20.27
13.31,210.96,72.13,0.98,404.55
3.59,42.35,14.49,0.91,101.85
27.37,105.33,40.99,0.92,401.5
15.44,148.31,81.85,0.76,250.18
12.92,122.86,43.38,0.84,256.56
3.47,47.8,19.72,0.92,366.09
15.0,218.43,27.66,0.76,237.0
27.36,120.76,89.03,0.89,164.09
14.6,62.11,37.33,0.77,223.46
24.3,72.06,64.89,0.75,55.82
22.48,183.22,78.9,0.75,257.06
4.77,61.99,28.33,0.89,340.79
6.27,87.6,32.37,0.98,108.63
22.07,164.53,73.65,0.76,299.32
7.49,124.25,52.98,0.85,205.45
10.05,147.56,25.13,0.78,89.02
12.36,145.0,34.88,0.77,455.18
4.88,67.42,26.88,0.84,335.29
50.83,482.56,62.89,0.79,303.15
10.19,29.59,20.92,0.87,405.38
47.92,657.05,67.34,0.88,223.14
11.08,102.39,51.93,0.85,490.07
1.47,26.24,11.08,0.96,127.24
17.28,88.43,41.35,0.9,128.4
37.39,226.75,84.4,0.91,194.84
5.06,42.12,6.42,0.88,201.73
1.24,22.63,11.54,0.79,11.12
11.17,183.26,74.88,0.94,434.61
27.0,339.78,50.38,0.77,442.96
23.55,455.08,65.88,0.94,120.85
13.87,111.46,60.55,0.93,180.14
28.7,270.94,77.14,0.8,59.96
10.21,114.86,71.59,0.85,166.52
29.33,306.32,54.64,0.79,314.53
8.07,39.19,14.53,0.78,201.56
32.79,531.87,59.58,0.88,197.9
36.8,284.19,69.59,0.85,465.98
1.4,25.42,12.59,0.91,180.03
6.55,91.13,48.93,0.98,108.06
8.08,148.33,17.7,0.82,487.49
10.45,33.48,26.29,0.81,250.03
14.42,103.08,70.68,0.96,426.72
43.86,190.28,87.17,0.97,340.12
22.36,335.42,62.51,0.89,133.92
29.21,635.35,68.97,0.77,355.44
29.56,741.32,88.4,0.91,321.39
22.06,234.53,33.35,0.8,411.7
7.07,57.75,19.68,0.78,105.01
11.68,220.82,34.92,0.85,244.06
24.04,148.33,46.75,0.84,245.77
17.78,262.96,30.46,0.91,320.7
3.52,44.49,21.99,0.86,218.02
3.8,90.1,37.57,0.96,90.11
31.21,135.26,64.25,0.81,80.49
4.77,119.89,42.24,0.81,201.34
17.93,402.28,49.42,0.92,58.65
29.97,472.52,61.11,0.91,200.67
3.02,39.24,8.84,0.86,201.52
3.23,18.02,9.05,0.84,155.96
14.13,183.85,75.23,0.95,286.64
27.08,603.33,77.37,0.93,417.85
29.81,93.56,46.5,0.96,344.32
13.91,175.03,96.03,0.86,24.21
4.95,83.98,35.59,0.96,147.94
7.72,103.27,38.28,0.8,184.04
3.13,69.28,28.44,0.93,100.17
3.92,84.94,33.82,0.83,112.75
7.9,147.33,77.02,0.86,35.85
34.13,466.82,55.06,0.84,95.03
5.33,58.5,37.11,0.86,460.39
18.66,96.81,33.36,0.79,256.56
23.62,568.36,57.09,0.8,23.89
23.48,256.15,42.87,0.89,474.74
1.5,15.72,7.51,0.81,96.77
22.84,404.11,48.37,0.91,116.76
56.25,180.09,89.21,0.96,410.85
8.5,37.84,28.93,0.81,205.3
9.3,177.08,24.87,0.89,115.5
25.62,179.94,49.45,0.75,16.48
54.77,202.49,89.04,0.82,447.62
2.48,28.26,13.54,0.92,427.68
8.88,187.13,73.42,0.91,154.05
12.19,125.55,68.58,0.81,133.27
56.93,121.74,74.47,0.93,208.28
10.0,120.57,20.76,0.84,315.35
5.81,80.31,53.85,0.92,379.69
7.92,189.88,75.82,0.84,146.28
17.52,102.11,39.34,0.89,493.73
38.47,780.69,81.1,0.92,326.86
0.9,19.83,7.23,0.89,49.86
15.27,197.86,89.62,0.88,167.28
9.55,29.6,15.12,0.87,93.83
19.02,106.73,86.61,0.9,55.2
11.33,115.08,49.51,0.8,290.81
68.13,769.24,90.95,0.77,115.37
8.47,116.08,78.0,0.88,285.27
28.18,686.71,71.32,0.91,495.6
15.02,138.68,80.88,0.86,336.53
7.66,92.49,75.72,0.9,144.25
11.7,192.58,78.51,0.83,214.52
40.04,460.0,93.92,0.94,248.56
7.25,80.64,29.93,0.94,43.55
14.44,98.33,57.26,0.93,66.56
17.47,195.14,30.62,0.8,467.6
17.41,147.02,74.86,0.84,276.31
34.63,557.31,69.2,0.93,271.39
8.42,197.2,79.64,0.98,414.38
10.22,147.61,57.64,0.98,51.82
32.93,445.87,83.47,0.82,449.4
11.94,131.19,54.72,0.92,32.87
31.62,626.67,79.83,0.88,93.99
14.02,122.74,19.95,0.81,426.28
11.65,187.26,70.71,0.87,355.36
64.13,319.96,80.71,0.77,176.59
9.16,132.17,61.35,0.87,472.87
1.43,36.92,13.26,0.97,81.86
19.08,77.14,31.6,0.81,27.42
42.92,231.57,79.14,0.95,182.08
53.95,109.86,72.52,0.82,370.55
1.83,15.3,6.88,0.94,255.89
55.34,398.24,94.46,0.76,422.28
2.28,35.56,22.02,0.9,465.57
26.16,237.87,91.58,0.95,159.47
7.5,87.03,66.79,0.97,221.76
16.92,116.79,63.99,0.82,393.6
34.13,134.41,66.48,0.97,407.31
59.84,797.99,79.83,0.8,166.88
42.8,416.99,74.81,0.96,53.91
8.39,149.15,22.47,0.93,150.29
5.06,107.76,36.68,0.97,206.17
3.04,49.18,30.37,0.87,97.39
26.96,440.65,58.81,0.84,232.65
38.33,138.93,71.53,0.95,243.29
7.42,83.17,56.82,0.88,280.05
45.89,80.81,60.64,0.76,390.79
9.01,41.47,16.08,0.9,17.34
29.25,281.42,63.52,0.97,386.98
30.56,406.64,84.01,0.92,473.73
33.0,188.34,76.57,0.78,138.72
12.58,168.76,24.26,0.77,357.29
19.64,337.04,40.99,0.87,282.22
34.13,179.35,61.68,0.89,225.35
10.0,18.53,12.89,0.77,144.24
33.58,110.27,38.94,0.91,174.58
44.63,136.59,54.26,0.83,397.39
23.94,147.97,65.52,0.91,304.13
16.89,223.73,28.12,0.83,375.83
52.13,120.21,69.09,0.94,186.75
12.72,97.27,48.15,0.97,440.89
7.16,146.03,20.66,0.89,499.78
20.95,282.29,28.65,0.82,180.7
6.5,119.02,57.7,0.94,237.17
9.73,21.9,15.26,0.85,336.53
13.99,122.49,69.72,0.76,81.32
11.96,220.99,27.23,0.75,371.91
7.95,88.25,40.0,0.92,42.42
68.24,995.23,99.85,0.88,274.91
7.01,179.8,60.52,0.95,197.97
33.19,410.98,45.19,0.82,470.5
15.38,47.06,18.78,0.96,265.27
4.4,70.35,36.32,0.76,422.6
9.07,74.58,11.98,0.77,195.6
55.22,287.24,70.93,0.94,177.8
6.58,49.05,17.75,0.85,170.96
50.02,233.41,87.39,0.9,182.44
36.87,391.84,65.6,0.91,247.94
11.06,38.75,29.3,0.93,138.64
15.48,139.5,35.48,0.8,149.12
78.73,912.09,99.47,0.93,171.59
38.9,195.57,58.62,0.85,114.24
1.85,35.07,12.62,0.96,239.46
7.62,173.27,63.25,0.9,123.44
43.85,573.02,95.26,0.93,471.87
43.77,526.79,96.68,0.83,480.09
19.93,101.11,84.02,0.96,101.29
14.91,106.49,28.93,0.75,186.0
41.63,372.35,81.11,0.81,455.32
20.12,125.65,25.68,0.84,466.28
3.46,47.54,25.09,0.77,189.38
23.79,217.86,33.94,0.89,136.35
16.38,238.49,91.09,0.96,174.61
19.78,163.29,95.92,0.97,477.51
5.59,69.89,26.48,0.79,349.8
2.48,33.27,17.72,0.9,37.07
7.29,107.64,52.81,0.76,257.49
10.8,187.91,93.3,0.76,179.02
36.14,60.88,46.95,0.95,311.91
22.87,501.16,60.15,0.78,195.24
14.95,313.91,43.61,0.87,468.27
25.0,77.71,48.4,0.84,231.41
8.01,144.03,22.61,0.88,135.28
15.87,236.14,91.14,0.95,382.32
61.2,704.64,83.37,0.76,56.94
23.48,363.51,63.68,0.87,374.36
57.51,317.61,98.62,0.84,261.25
13.92,103.21,41.89,0.81,385.88
25.47,303.07,51.54,0.87,194.73
2.48,32.54,22.07,0.9,207.43
5.61,125.48,51.52,0.76,229.98
9.25,154.72,65.33,0.96,242.9
8.93,105.24,47.77,0.84,309.36
39.57,312.37,80.62,0.86,412.98
17.68,213.36,82.13,0.88,237.3
2.27,19.37,12.03,0.79,167.47
52.95,659.42,81.95,0.84,474.83
18.46,142.2,54.26,0.8,286.87
8.23,104.49,22.61,0.86,228.72
25.59,262.07,98.19,0.92,201.67
11.63,107.58,38.95,0.77,195.91
4.71,108.31,13.02,0.92,421.11
33.55,275.61,81.59,0.91,59.66
34.97,682.69,92.84,0.86,90.27
20.6,46.99,35.94,0.77,322.8
49.36,704.25,96.63,0.86,397.91
10.27,121.2,63.41,0.75,26.2
43.7,196.16,69.41,0.81,358.67
27.14,266.72,99.87,0.75,166.41
7.9,130.88,62.95,0.88,260.87
15.52,121.82,91.42,0.83,338.19
8.03,125.45,16.51,0.92,60.78
6.44,35.7,27.48,0.93,482.01
23.63,503.66,70.03,0.81,86.91
8.39,104.28,44.09,0.79,329.66
28.34,514.89,59.88,0.77,134.98
4.08,49.82,31.05,0.81,204.57
5.28,67.64,32.75,0.85,181.19
9.83,129.54,84.7,0.78,67.87
10.23,116.38,87.78,0.75,285.22
3.39,49.43,25.31,0.93,266.7
5.81,32.84,16.96,0.84,486.92
5.98,127.36,49.68,0.96,316.72
4.37,68.69,9.47,0.9,267.43
12.41,161.53,93.92,0.78,69.83
26.16,353.77,44.33,0.96,11.1
9.83,181.24,65.6,0.95,94.99
27.93,232.87,78.97,0.89,38.43
25.93,672.15,73.37,0.8,447.5
7.44,159.86,60.39,0.81,493.69
9.68,87.89,61.72,0.84,87.98
7.6,87.75,14.14,0.92,435.83
1.16,23.28,10.93,0.87,159.17
16.16,81.25,52.16,0.88,370.02
6.6,135.57,16.43,0.82,432.04
10.25,213.93,88.87,0.94,162.23
27.85,361.05,71.97,0.97,495.44
8.07,142.42,20.25,0.9,279.12
10.45,138.87,73.4,0.95,147.26
11.61,291.24,29.35,0.84,134.48
14.13,57.17,35.84,0.84,32.5
25.35,133.7,46.94,0.86,93.15
35.65,172.99,81.6,0.86,449.9
13.13,133.33,15.94,0.88,316.83
45.62,376.35,67.07,0.83,369.64
8.6,134.15,19.52,0.86,393.23
54.69,786.95,83.89,0.88,294.25
10.6,226.47,91.96,0.86,480.81
13.92,193.37,74.61,0.97,481.11
4.35,80.69,37.83,0.76,189.03
12.28,231.32,27.82,0.93,287.46
14.39,91.3,36.05,0.82,123.77
13.66,117.29,85.59,0.88,229.18
25.66,188.24,63.32,0.84,279.3
5.96,21.98,15.4,0.76,94.06
8.31,106.14,15.27,0.86,237.27
30.95,218.56,77.93,0.95,236.21
11.09,85.25,36.83,0.85,239.12
23.49,219.39,51.59,0.87,122.27
2.9,50.18,18.76,0.97,143.74
25.64,554.22,56.55,0.82,91.22
5.56,41.75,29.04,0.76,171.35
19.15,103.91,74.32,0.91,445.39
10.33,234.37,23.97,0.87,425.72
51.01,228.91,83.74,0.95,278.66
8.74,173.75,23.96,0.81,299.75
4.96,103.01,36.88,0.9,422.85
8.78,158.0,66.26,0.97,403.07
24.88,219.77,83.39,0.98,116.02
32.78,154.41,96.99,0.82,304.52
46.33,332.85,67.64,0.86,141.3
44.19,356.18,61.03,0.9,373.32
12.16,105.42,36.12,0.81,218.69
69.78,260.21,84.77,0.98,389.3
24.42,641.19,68.59,0.96,30.68
31.35,339.15,53.96,0.83,83.3
21.68,196.57,81.34,0.86,328.52
31.47,170.67,40.11,0.88,79.26
7.91,120.13,18.63,0.93,203.92
37.49,505.82,56.13,0.92,442.23
7.58,108.3,72.81,0.8,329.65
7.36,104.03,59.25,0.86,272.75
8.72,31.45,15.18,0.91,54.66
15.55,69.42,50.29,0.84,345.49
12.16,207.49,79.72,0.89,235.17
34.09,79.6,60.84,0.81,406.48
15.84,178.82,93.26,0.86,276.28
17.84,183.76,25.29,0.82,113.33
13.64,48.72,29.66,0.85,112.38
14.47,100.31,27.32,0.93,32.92
2.95,56.97,28.07,0.93,91.04
25.49,105.17,55.23,0.79,165.72
13.81,192.82,39.22,0.85,92.88
34.56,386.78,87.34,0.75,20.76
27.97,449.57,64.92,0.97,84.4
7.41,94.61,33.92,0.94,336.9
6.11,160.84,55.5,0.95,301.85
77.65,188.19,88.82,0.76,492.51
40.73,103.36,61.04,0.81,439.9
6.33,29.98,12.66,0.78,121.72
22.5,292.94,63.41,0.88,361.57
23.78,262.42,52.88,0.8,278.1
6.48,84.27,17.37,0.78,74.03
16.12,231.09,35.16,0.87,181.03
10.05,263.71,88.77,0.77,157.7
5.6,101.18,52.25,0.8,50.29
12.18,65.77,28.03,0.86,386.23
0.8,11.02,7.51,0.84,124.9
52.12,830.93,98.14,0.85,116.15
5.77,97.63,41.93,0.86,375.99
30.08,600.86,79.82,0.78,489.1
14.75,278.36,33.59,0.83,442.22
22.12,463.14,65.98,0.79,20.35
6.82,52.51,31.51,0.79,88.93
53.89,217.34,96.59,0.75,469.6
9.92,112.8,58.93,0.79,74.37
25.64,315.63,45.19,0.98,75.4
7.31,171.8,61.92,0.85,453.02
43.2,792.4,82.59,0.92,92.92
16.68,79.72,40.88,0.94,385.47
18.33,57.7,43.48,0.93,353.4
20.97,213.41,86.07,0.84,423.17
12.84,258.64,31.26,0.91,66.81
30.39,139.11,42.88,0.86,342.83
24.34,462.32,49.43,0.77,48.12
39.91,226.4,95.31,0.8,33.37
12.23,114.29,81.58,0.92,197.26
35.0,167.63,79.97,0.94,190.19
20.03,305.43,56.38,0.76,366.88
11.26,85.59,61.39,0.81,173.63
4.83,35.03,12.38,0.95,234.01
8.1,79.6,23.29,0.87,52.17
54.41,207.61,74.4,0.97,234.93
7.52,132.43,14.65,0.87,40.08
4.51,63.74,21.33,0.86,119.25
4.08,50.14,30.49,0.83,457.56
17.61,111.31,65.84,0.96,247.65
11.0,93.89,36.42,0.86,199.15
6.43,47.91,11.52,0.93,171.34
15.75,326.04,35.68,0.81,330.43
14.83,126.85,43.57,0.79,165.58
24.2,135.12,56.16,0.98,258.43
19.79,147.01,52.28,0.94,409.32
5.83,76.14,16.33,0.79,193.97
10.14,136.53,55.85,0.98,357.55
8.94,65.1,34.49,0.85,160.96
22.85,101.05,36.8,0.87,300.67
29.24,624.55,63.24,0.96,229.33
28.1,154.41,80.72,0.98,359.33
56.62,613.72,85.18,0.82,419.53
9.09,81.26,63.55,0.87,195.27
15.82,129.29,89.44,0.95,416.09
2.69,58.38,6.64,0.91,137.68
2.86,28.44,13.49,0.87,317.32
2.85,60.19,23.32,0.95,349.78
6.08,149.59,17.37,0.83,110.5
20.28,171.99,54.11,0.81,265.75
1.55,31.23,11.91,0.95,65.17
11.92,93.56,22.07,0.9,73.58
3.75,38.82,30.91,0.8,339.5
44.35,142.22,83.24,0.83,424.77
12.63,109.8,23.63,0.89,121.23
31.43,646.75,68.32,0.78,16.93
7.62,116.35,52.72,0.98,473.9
25.02,106.9,34.17,0.96,79.79
33.29,292.81,97.27,0.94,27.24
11.81,154.26,98.45,0.91,179.0
1.41,28.02,11.41,0.96,30.52
8.39,23.97,12.44,0.96,435.31
26.13,358.87,36.41,0.77,186.09
68.62,582.61,92.13,0.93,342.89
3.62,39.5,25.62,0.89,454.01
28.8,84.05,49.3,0.97,26.46
4.59,68.29,38.26,0.81,459.89
8.21,120.57,19.28,0.96,234.07
3.79,18.42,5.46,0.92,184.65
34.83,83.83,76.1,0.87,103.47
15.77,60.33,45.69,0.97,154.14
16.01,385.75,44.5,0.79,438.82
4.27,63.31,39.09,0.93,423.41
28.67,279.33,70.99,0.91,284.97
34.14,444.62,98.12,0.87,279.94
0.94,10.13,3.66,0.87,10.62
8.13,186.85,22.76,0.88,498.61
42.7,68.94,53.85,0.87,15.95
27.44,69.71,43.49,0.96,116.67
5.63,48.24,16.36,0.78,298.21
1.12,14.31,10.62,0.87,391.67
23.28,121.12,59.1,0.78,393.88
14.0,142.34,41.03,0.8,154.31
15.11,45.46,18.92,0.94,29.06
6.48,90.38,12.04,0.88,50.97
20.74,363.7,43.93,0.92,113.29
15.58,51.46,19.69,0.85,458.04
76.56,765.81,97.57,0.96,35.11
8.85,112.83,60.04,0.84,383.52
56.59,133.87,73.44,0.92,450.79
52.99,289.33,74.88,0.77,364.67
37.56,436.07,80.44,0.93,173.55
35.81,139.55,90.62,0.79,478.09
10.64,162.68,70.82,0.9,180.18
5.9,87.31,52.62,0.86,343.68
20.53,234.39,29.96,0.77,466.09
5.5,22.5,8.34,0.76,216.49
15.45,166.74,80.69,0.95,427.41
36.43,112.1,65.55,0.88,288.63
5.81,77.85,51.09,0.92,147.49
43.2,296.33,87.75,0.84,163.27
3.12,60.86,31.19,0.89,414.38
7.53,43.3,19.1,0.81,241.67
36.04,732.59,84.24,0.92,172.38
21.92,464.74,48.8,0.87,376.58
3.85,40.96,29.81,0.92,41.49
19.7,72.13,49.02,0.77,492.23
57.54,649.14,79.79,0.87,225.97
14.01,250.38,93.78,0.87,322.42
20.37,153.92,88.1,0.85,263.15
50.23,792.86,87.44,0.84,116.39
58.13,200.28,84.74,0.87,452.27
41.47,800.25,80.8,0.8,379.42
31.34,287.78,64.97,0.85,170.39
5.69,136.65,15.56,0.82,419.66
25.49,543.16,68.41,0.77,448.39
6.12,113.22,50.29,0.97,44.9
8.95,42.31,20.07,0.91,169.16
24.45,58.89,48.35,0.91,92.23
9.48,214.37,94.71,0.9,446.94
8.39,60.31,47.89,0.88,38.71
2.37,54.14,19.14,0.87,314.79
9.0,187.03,69.45,0.93,255.53
35.7,496.28,83.89,0.98,339.42
17.87,245.87,26.41,0.94,242.43
13.35,136.19,23.9,0.8,165.09
65.85,396.19,93.84,0.81,316.51
17.7,300.78,51.17,0.79,69.01
25.44,579.72,61.96,0.78,491.48
3.77,38.51,21.19,0.78,178.14
25.86,407.09,56.62,0.77,385.47
6.7,94.58,46.91,0.91,336.45
2.33,29.18,11.37,0.83,336.79
43.69,131.57,73.18,0.92,33.34
5.12,54.78,20.61,0.87,288.69
15.7,122.11,59.34,0.93,144.8
3.9,65.59,31.0,0.75,84.23
22.16,242.63,57.33,0.83,251.44
40.21,296.56,70.99,0.83,251.39
51.29,589.15,67.52,0.92,427.03
27.81,577.72,79.58,0.9,208.66
12.67,73.88,29.33,0.97,361.27
19.14,75.62,50.1,0.88,187.46
10.99,185.18,21.4,0.97,64.16
6.97,122.23,65.62,0.95,162.03
32.29,675.23,91.91,0.96,446.75
41.8,454.89,93.86,0.78,252.98
18.56,257.06,39.68,0.8,339.08
7.95,81.66,51.39,0.98,323.25
21.98,359.07,58.91,0.95,57.7
3.19,40.04,19.41,0.84,51.65
7.69,31.59,19.94,0.8,165.52
2.93,76.73,26.82,0.92,190.61
16.16,409.88,46.48,0.76,52.7
10.38,67.56,50.9,0.88,297.45
36.74,313.9,93.91,0.89,89.6
46.7,142.93,71.49,0.89,80.05
20.59,77.44,26.43,0.83,114.04
43.52,156.99,66.26,0.82,300.42
33.02,737.75,76.68,0.88,195.29
7.13,93.12,49.78,0.94,252.47
32.99,511.45,68.05,0.93,356.82
35.16,671.1,77.6,0.92,44.04
20.33,166.69,83.1,0.83,410.2
7.76,58.19,29.04,0.86,427.43
13.49,172.56,25.15,0.76,32.42
2.05,32.59,13.17,0.97,134.53
29.21,193.36,69.19,0.82,97.35
1.98,42.01,16.65,0.76,472.78
13.26,94.11,34.96,0.86,339.47
16.29,84.42,19.82,0.9,43.33
3.41,11.55,5.82,0.83,133.73
35.33,357.68,73.1,0.77,192.1
4.32,57.17,40.49,0.92,487.54
4.17,103.16,37.78,0.78,240.94
8.86,124.21,16.09,0.93,366.01
21.07,162.58,98.67,0.91,32.29
9.31,243.15,26.5,0.97,153.76
6.67,157.92,61.75,0.83,484.69
3.36,57.15,31.51,0.82,321.09
2.95,27.81,19.36,0.95,373.55
4.9,84.67,36.27,0.96,100.16
5.9,15.54,13.85,0.82,403.78
10.12,29.8,15.0,0.96,484.27
28.41,256.99,79.65,0.81,433.0
50.3,205.94,77.04,0.9,95.26
14.04,124.57,58.35,0.97,260.24
46.03,150.42,82.27,0.76,275.98
17.62,211.27,45.7,0.87,456.59
45.9,881.97,93.28,0.85,88.36
37.66,652.59,67.72,0.94,438.29
1.85,25.89,14.96,0.85,249.89
23.5,247.71,92.06,0.87,55.12
14.73,162.14,55.63,0.91,284.41
45.62,247.71,61.84,0.89,398.01
34.93,160.17,80.56,0.94,196.86
20.35,353.78,51.49,0.97,335.9
20.75,129.16,48.32,0.79,220.63
14.29,135.97,38.01,0.84,77.42
46.86,649.52,78.28,0.85,306.68
41.41,289.65,59.59,0.86,413.69
24.7,268.93,72.39,0.94,143.28
22.87,176.25,49.54,0.9,349.89
5.55,63.28,43.08,0.94,307.82
49.12,403.15,98.29,0.93,13.31
65.8,281.29,95.17,0.82,288.78
6.96,19.43,13.29,0.93,65.83
12.28,148.58,21.53,0.79,255.87
15.42,77.72,36.72,0.85,15.45
45.91,232.88,97.75,0.82,106.52
13.68,58.09,40.93,0.77,332.8
16.15,187.81,77.78,0.8,296.11
8.15,86.71,14.52,0.95,471.38
21.63,137.2,93.44,0.95,114.76
19.61,219.65,96.96,0.95,185.01
2.85,45.52,26.09,0.88,266.02
15.04,202.47,87.33,0.84,131.45
2.39,55.06,18.55,0.9,263.75
35.53,524.93,77.42,0.89,340.95
19.11,171.0,65.55,0.9,365.37
56.93,275.29,74.18,0.79,103.99
10.57,107.31,40.32,0.8,13.74
5.29,99.37,36.14,0.8,309.77
2.52,26.4,11.38,0.87,148.22
8.05,91.65,36.92,0.76,358.1
8.16,93.01,56.36,0.94,33.57
39.81,101.47,83.97,0.88,308.63
12.16,165.86,35.74,0.87,46.21
9.3,123.17,75.82,0.84,475.53
26.99,209.56,75.47,0.87,257.89
6.93,71.3,29.78,0.83,210.36
2.08,8.55,4.62,0.92,122.81
7.16,179.92,66.72,0.85,42.56
12.46,106.7,16.2,0.84,330.41
63.79,790.23,85.68,0.76,320.14
6.12,92.07,12.3,0.87,486.59
15.86,114.82,55.08,0.75,496.67
1.8,42.59,16.23,0.93,168.42
8.32,136.95,63.15,0.97,43.91
13.06,61.51,37.18,0.79,196.79
27.8,205.65,90.77,0.85,95.5
26.2,239.49,65.1,0.81,40.21
25.96,37.49,33.39,0.79,110.0
7.82,76.15,28.25,0.9,454.11
35.97,303.0,47.41,0.88,489.19
27.13,164.06,58.02,0.77,26.75
55.99,153.4,66.69,0.76,399.63
9.36,150.97,83.23,0.75,466.4
5.53,34.94,12.58,0.81,225.62
3.05,28.18,15.97,0.8,499.95
10.73,79.73,20.97,0.95,430.09
19.26,191.77,73.3,0.92,484.59
13.43,141.84,38.5,0.96,174.51
45.48,641.57,93.81,0.76,18.48
12.83,273.48,31.18,0.86,305.02
48.88,607.82,62.59,0.87,100.87
32.11,241.89,81.92,0.88,457.56
38.85,115.02,71.84,0.8,404.76
5.23,99.69,33.9,0.79,452.87
15.58,125.5,71.31,0.87,392.11
11.86,114.14,86.99,0.77,375.91
14.32,151.45,86.67,0.98,45.21
9.51,72.72,39.2,0.96,370.52
22.6,103.77,46.64,0.79,487.63
27.91,198.72,50.59,0.9,411.79
12.27,150.46,84.65,0.92,421.61
9.41,134.92,15.23,0.76,292.57
32.79,303.33,43.18,0.95,402.17
27.34,255.79,62.61,0.86,297.48
2.95,38.34,21.16,0.76,14.88
10.7,130.11,91.3,0.97,366.88
20.37,436.76,59.56,0.82,422.93
10.04,90.58,46.13,0.81,403.76
35.15,231.62,82.86,0.85,191.97
