vin_min,vin_max,vout_target,efficiency_target,power_in
27472.77,31759.87,46.64,0.76,305.86
3676.76,4290.71,37.88,0.87,88.88
10188.96,11384.25,44.8,0.83,211.28
27262.2,39875.67,58.46,0.89,372.92
70790.05,79125.33,98.93,0.83,170.2
16533.05,19853.26,22.08,0.77,178.55
19834.91,24682.77,40.43,0.88,187.43
45572.34,60883.31,69.27,0.78,129.79
49504.72,58553.25,94.74,0.83,237.47
40026.08,52661.42,54.64,0.97,174.64
25770.13,28995.4,83.06,0.87,62.64
29573.56,35839.03,93.21,0.84,65.18
7153.9,8270.46,19.24,0.83,377.9
30988.53,41557.27,63.69,0.88,135.03
40088.45,46461.1,74.28,0.93,466.58
4703.57,6680.58,12.0,0.88,182.36
42438.74,50267.38,60.78,0.89,56.26
11124.65,13556.39,39.3,0.89,376.24
7109.21,9309.71,45.88,0.84,363.14
75817.86,93170.08,91.88,0.92,276.51
9279.34,10090.89,26.19,0.89,358.92
24899.38,27532.21,34.27,0.89,214.3
19916.49,24023.06,23.85,0.9,407.45
47490.76,59118.02,76.47,0.84,224.15
9978.06,10202.84,21.47,0.85,439.9
72881.3,101482.71,98.72,0.94,222.92
17098.65,24519.49,96.36,0.9,113.4
30190.71,37180.28,92.05,0.8,456.46
6615.53,8118.67,14.35,0.97,166.32
38997.46,55073.77,93.29,0.92,356.64
42089.58,44796.12,49.4,0.87,96.78
48800.03,54785.22,52.14,0.95,295.07
30177.1,43847.14,76.52,0.79,214.55
20370.52,23135.42,27.81,0.84,104.02
48814.67,59990.5,63.84,0.88,388.37
9668.81,12610.41,70.14,0.8,148.18
66884.65,69509.88,82.36,0.9,86.44
1546.36,1959.96,4.94,0.85,307.76
61309.47,74031.53,79.54,0.88,275.83
12935.55,14206.11,18.31,0.93,349.81
28929.12,30445.49,67.43,0.82,260.2
65834.61,76567.58,96.05,0.92,158.43
56780.42,83077.32,87.08,0.93,133.55
6485.34,8083.87,40.64,0.88,390.38
3653.64,5033.14,5.23,0.85,180.34
37944.01,47171.81,58.27,0.87,68.79
59708.78,71895.45,81.83,0.79,151.21
17829.91,22949.64,24.4,0.82,456.59
8068.44,10047.44,33.82,0.81,477.97
18845.69,25177.42,28.76,0.84,293.25
4738.65,5410.78,43.77,0.77,429.47
50288.51,64819.52,85.17,0.9,186.14
18564.15,25508.57,23.84,0.92,362.23
50992.21,61433.34,85.55,0.94,421.89
2732.87,3838.2,7.91,0.92,487.91
9411.19,10565.09,45.66,0.94,75.09
53314.97,71507.43,69.82,0.79,489.1
8997.63,11431.19,21.71,0.76,113.52
6205.29,7617.08,53.01,0.82,412.75
10707.68,11954.7,14.28,0.93,138.45
17947.6,19250.25,19.26,0.87,495.03
11271.62,15687.22,20.13,0.82,225.17
3649.52,3685.92,9.63,0.95,99.1
9901.61,13156.74,98.33,0.95,80.06
44461.22,49309.88,97.28,0.94,478.76
1237.69,1675.35,7.03,0.82,188.2
2410.12,3446.41,5.63,0.87,173.08
49001.19,57219.88,61.16,0.75,394.42
17740.9,19730.58,84.03,0.8,238.37
78783.51,95105.81,94.02,0.91,124.42
3426.04,5030.37,12.08,0.76,268.52
69793.3,92438.67,98.23,0.76,236.62
18040.51,21208.16,49.87,0.8,82.21
13298.01,18273.65,22.14,0.9,19.74
11724.23,15438.55,22.72,0.76,30.15
2048.52,2855.3,10.0,0.76,167.41
1545.81,2079.4,18.32,0.86,489.22
